sample,target_poly,target_coeff,s00,sij,y00,w00,z00,yij,wij,zij,ratio
10686,1,1,1,0,-23,-2,-25,29,3,32,-1.28
10687,1,1,1,0,8,0,8,-20,8,-12,-1.5
10688,1,1,1,0,17,1,18,16,8,24,1.33333
10689,1,1,1,0,-45,-2,-47,12,-7,5,-0.106383
10690,1,1,1,0,-11,-1,-12,14,11,25,-2.08333
10691,1,1,1,0,0,3,3,9,8,17,5.66667
10692,1,1,1,0,-6,-1,-7,6,-4,2,-0.285714
10693,1,1,1,0,11,-1,10,-3,3,0,0
10694,1,1,1,0,21,-1,20,-11,-3,-14,-0.7
10695,1,1,1,0,-4,-3,-7,-8,0,-8,1.14286
10696,1,1,1,0,-15,-1,-16,4,1,5,-0.3125
10697,1,1,1,0,-37,4,-33,-4,11,7,-0.212121
10698,1,1,1,0,6,2,8,-1,-5,-6,-0.75
10699,1,1,1,0,5,-1,4,24,2,26,6.5
10700,1,1,1,0,-1,-1,-2,4,0,4,-2
10701,1,1,1,0,5,2,7,27,5,32,4.57143
10702,1,1,1,0,1,-2,-1,-17,-4,-21,21
10703,1,1,1,0,-14,-2,-16,-8,-5,-13,0.8125
10704,1,1,1,0,6,-3,3,-13,-5,-18,-6
10705,1,1,1,0,6,0,6,-32,-4,-36,-6
10706,1,1,1,0,-5,3,-2,7,6,13,-6.5
10707,1,1,1,0,8,3,11,-1,3,2,0.181818
10708,1,1,1,0,6,-1,5,-6,-5,-11,-2.2
10709,1,1,1,0,26,-3,23,2,-6,-4,-0.173913
10710,1,1,1,0,-15,-3,-18,-15,-2,-17,0.944444
10711,1,1,1,0,3,-1,2,-3,0,-3,-1.5
10712,1,1,1,0,-5,-2,-7,3,11,14,-2
10713,1,1,1,0,-39,3,-36,9,2,11,-0.305556
10714,1,1,1,0,23,1,24,-28,6,-22,-0.916667
10715,1,1,1,0,-4,-2,-6,-17,-7,-24,4
10716,1,1,1,0,-30,-2,-32,-7,-9,-16,0.5
10717,1,1,1,0,6,-1,5,-28,-4,-32,-6.4
10718,1,1,1,0,-14,0,-14,-6,-3,-9,0.642857
10719,1,1,1,0,-43,1,-42,-3,-15,-18,0.428571
10720,1,1,1,0,3,0,3,-3,-4,-7,-2.33333
10721,1,1,1,0,7,0,7,-21,-2,-23,-3.28571
10722,1,1,1,0,-15,2,-13,22,7,29,-2.23077
10723,1,1,1,0,-12,6,-6,-18,-4,-22,3.66667
10724,1,1,1,0,0,-1,-1,1,12,13,-13
10725,1,1,1,0,-21,-1,-22,-34,5,-29,1.31818
10726,1,1,1,0,-32,-3,-35,-1,-8,-9,0.257143
10727,1,1,1,0,-18,-1,-19,22,8,30,-1.57895
10728,1,1,1,0,-4,-1,-5,-6,9,3,-0.6
10729,1,1,1,0,1,0,1,10,-1,9,9
10730,1,1,1,0,-16,-4,-20,24,2,26,-1.3
10731,1,1,1,0,-20,0,-20,9,-7,2,-0.1
10732,1,1,1,0,3,2,5,6,2,8,1.6
10733,1,1,1,0,-4,-3,-7,15,-3,12,-1.71429
10734,1,1,1,0,0,0,0,-3,-7,-10,0
10735,1,1,1,0,-12,-2,-14,-3,-14,-17,1.21429
10736,1,1,1,0,17,0,17,14,2,16,0.941176
10737,1,1,1,0,-4,2,-2,-10,2,-8,4
10738,1,1,1,0,24,-1,23,-10,-5,-15,-0.652174
10739,1,1,1,0,1,1,2,28,-3,25,12.5
10740,1,1,1,0,5,1,6,9,-11,-2,-0.333333
10741,1,1,1,0,15,2,17,0,2,2,0.117647
10742,1,1,1,0,9,-1,8,-1,5,4,0.5
10743,1,1,1,0,-15,-2,-17,1,-2,-1,0.0588235
10744,1,1,1,0,-2,-4,-6,0,-1,-1,0.166667
10745,1,1,1,0,-12,3,-9,1,2,3,-0.333333
10746,1,1,1,0,-5,1,-4,0,5,5,-1.25
10747,1,1,1,0,-7,2,-5,-5,7,2,-0.4
10748,1,1,1,0,-4,0,-4,-25,-9,-34,8.5
10749,1,1,1,0,-3,-2,-5,0,5,5,-1
10750,1,1,1,0,-5,-1,-6,9,5,14,-2.33333
10751,1,1,1,0,-20,1,-19,0,-2,-2,0.105263
10752,1,1,1,0,39,1,40,6,3,9,0.225
10753,1,1,1,0,6,-3,3,8,5,13,4.33333
10754,1,1,1,0,4,3,7,13,-6,7,1
10755,1,1,1,0,26,0,26,-3,10,7,0.269231
10756,1,1,1,0,6,0,6,15,-5,10,1.66667
10757,1,1,1,0,0,2,2,2,1,3,1.5
10758,1,1,1,0,-32,0,-32,5,2,7,-0.21875
10759,1,1,1,0,11,-2,9,-7,5,-2,-0.222222
10760,1,1,1,0,-10,-1,-11,-13,0,-13,1.18182
10761,1,1,1,0,5,3,8,-6,-13,-19,-2.375
10762,1,1,1,0,-8,2,-6,-17,-9,-26,4.33333
10763,1,1,1,0,6,-2,4,0,-6,-6,-1.5
10764,1,1,1,0,-4,2,-2,6,-11,-5,2.5
10765,1,1,1,0,-13,0,-13,-5,5,0,-0
10766,1,1,1,0,8,-3,5,4,3,7,1.4
10767,1,1,1,0,5,-2,3,20,1,21,7
10768,1,1,1,0,-10,2,-8,-3,-3,-6,0.75
10769,1,1,1,0,18,-5,13,-13,4,-9,-0.692308
10770,1,1,1,0,5,-2,3,-14,-4,-18,-6
10771,1,1,1,0,-11,-1,-12,-12,-6,-18,1.5
10772,1,1,1,0,9,-1,8,-4,13,9,1.125
10773,1,1,1,0,-4,1,-3,0,3,3,-1
10774,1,1,1,0,-7,-3,-10,-6,-1,-7,0.7
10775,1,1,1,0,-12,2,-10,-10,4,-6,0.6
10776,1,1,1,0,2,1,3,-9,9,0,0
10777,1,1,1,0,23,0,23,-12,-2,-14,-0.608696
10778,1,1,1,0,19,1,20,20,5,25,1.25
10779,1,1,1,0,-3,1,-2,22,1,23,-11.5
10780,1,1,1,0,24,1,25,-7,10,3,0.12
10781,1,1,1,0,-9,0,-9,3,2,5,-0.555556
10782,1,1,1,0,-23,2,-21,-13,7,-6,0.285714
10783,1,1,1,0,-1,-1,-2,-3,1,-2,1
10784,1,1,1,0,-3,-6,-9,10,3,13,-1.44444
10785,1,1,1,0,5,0,5,3,6,9,1.8
10786,1,1,1,0,22,0,22,-21,5,-16,-0.727273
10787,1,1,1,0,6,-5,1,31,8,39,39
10788,1,1,1,0,3,0,3,-18,0,-18,-6
10789,1,1,1,0,3,-4,-1,-15,-1,-16,16
10790,1,1,1,0,-17,-1,-18,-37,-6,-43,2.38889
10791,1,1,1,0,16,2,18,-12,-2,-14,-0.777778
10792,1,1,1,0,-8,-1,-9,-9,-2,-11,1.22222
10793,1,1,1,0,29,3,32,10,20,30,0.9375
10794,1,1,1,0,-18,0,-18,0,2,2,-0.111111
10795,1,1,1,0,-2,2,0,-37,4,-33,0
10796,1,1,1,0,3,-1,2,-4,-4,-8,-4
10797,1,1,1,0,19,0,19,-3,-4,-7,-0.368421
10798,1,1,1,0,-6,-1,-7,18,6,24,-3.42857
10799,1,1,1,0,7,-2,5,6,0,6,1.2
10800,1,1,1,0,-3,-2,-5,-13,4,-9,1.8
10801,1,1,1,0,-21,1,-20,1,1,2,-0.1
10802,1,1,1,0,5,-2,3,7,-5,2,0.666667
10803,1,1,1,0,-2,2,0,-7,-4,-11,0
10804,1,1,1,0,-11,2,-9,-12,2,-10,1.11111
10805,1,1,1,0,-26,-1,-27,-9,10,1,-0.037037
10806,1,1,1,0,2,0,2,13,5,18,9
10807,1,1,1,0,7,0,7,6,-3,3,0.428571
10808,1,1,1,0,10,-3,7,7,4,11,1.57143
10809,1,1,1,0,-3,1,-2,-12,9,-3,1.5
10810,1,1,1,0,2,-2,0,5,-1,4,0
10811,1,1,1,0,-6,0,-6,1,-11,-10,1.66667
10812,1,1,1,0,27,-2,25,-22,-12,-34,-1.36
10813,1,1,1,0,-19,-1,-20,11,-7,4,-0.2
10814,1,1,1,0,13,1,14,-10,4,-6,-0.428571
10815,1,1,1,0,20,0,20,-18,-1,-19,-0.95
10816,1,1,1,0,8,0,8,-1,0,-1,-0.125
10817,1,1,1,0,10,-1,9,-15,-7,-22,-2.44444
10818,1,1,1,0,-10,3,-7,1,-4,-3,0.428571
10819,1,1,1,0,-12,0,-12,7,-8,-1,0.0833333
10820,1,1,1,0,-4,2,-2,3,1,4,-2
10821,1,1,1,0,12,0,12,-18,3,-15,-1.25
10822,1,1,1,0,32,2,34,3,11,14,0.411765
10823,1,1,1,0,-3,1,-2,4,8,12,-6
10824,1,1,1,0,-9,1,-8,6,6,12,-1.5
10825,1,1,1,0,-1,-4,-5,-9,9,0,-0
10826,1,1,1,0,18,-2,16,8,-3,5,0.3125
10827,1,1,1,0,-12,-3,-15,-7,-2,-9,0.6
10828,1,1,1,0,8,0,8,31,0,31,3.875
10829,1,1,1,0,-5,-2,-7,-5,4,-1,0.142857
10830,1,1,1,0,8,-1,7,7,-2,5,0.714286
10831,1,1,1,0,-36,4,-32,14,5,19,-0.59375
10832,1,1,1,0,33,-1,32,5,6,11,0.34375
10833,1,1,1,0,-16,1,-15,13,8,21,-1.4
10834,1,1,1,0,-12,1,-11,-11,-6,-17,1.54545
10835,1,1,1,0,-1,1,0,10,1,11,0
10836,1,1,1,0,9,-1,8,-3,-6,-9,-1.125
10837,1,1,1,0,20,-2,18,14,14,28,1.55556
10838,1,1,1,0,-24,2,-22,12,-9,3,-0.136364
10839,1,1,1,0,11,-5,6,-2,0,-2,-0.333333
10840,1,1,1,0,-8,3,-5,6,-2,4,-0.8
10841,1,1,1,0,-4,-1,-5,-4,1,-3,0.6
10842,1,1,1,0,7,1,8,-17,4,-13,-1.625
10843,1,1,1,0,35,0,35,19,1,20,0.571429
10844,1,1,1,0,-12,0,-12,-3,2,-1,0.0833333
10845,1,1,1,0,-11,1,-10,23,6,29,-2.9
10846,1,1,1,0,-18,-2,-20,11,-2,9,-0.45
10847,1,1,1,0,23,-1,22,18,-14,4,0.181818
10848,1,1,1,0,23,-3,20,-19,5,-14,-0.7
10849,1,1,1,0,-18,-2,-20,-13,-10,-23,1.15
10850,1,1,1,0,15,2,17,-6,-3,-9,-0.529412
10851,1,1,1,0,21,1,22,-48,2,-46,-2.09091
10852,1,1,1,0,18,-1,17,6,-10,-4,-0.235294
10853,1,1,1,0,-4,4,0,-5,2,-3,0
10854,1,1,1,0,-3,-2,-5,13,-1,12,-2.4
10855,1,1,1,0,-5,0,-5,8,7,15,-3
10856,1,1,1,0,-8,1,-7,9,-10,-1,0.142857
10857,1,1,1,0,-4,0,-4,2,8,10,-2.5
10858,1,1,1,0,8,-2,6,-9,-2,-11,-1.83333
10859,1,1,1,0,20,3,23,-5,-7,-12,-0.521739
10860,1,1,1,0,-9,-1,-10,27,-4,23,-2.3
10861,1,1,1,0,-4,1,-3,0,-2,-2,0.666667
10862,1,1,1,0,-10,0,-10,-6,-10,-16,1.6
10863,1,1,1,0,19,-1,18,-17,0,-17,-0.944444
10864,1,1,1,0,-5,-1,-6,9,-5,4,-0.666667
10865,1,1,1,0,10,1,11,15,-7,8,0.727273
10866,1,1,1,0,-12,-1,-13,-13,-10,-23,1.76923
10867,1,1,1,0,-18,-2,-20,8,-19,-11,0.55
10868,1,1,1,0,-14,0,-14,-23,-3,-26,1.85714
10869,1,1,1,0,13,-3,10,-8,-13,-21,-2.1
10870,1,1,1,0,-7,0,-7,-1,1,0,-0
10871,1,1,1,0,-4,0,-4,6,9,15,-3.75
10872,1,1,1,0,22,-2,20,8,0,8,0.4
10873,1,1,1,0,15,0,15,11,4,15,1
10874,1,1,1,0,8,-2,6,-4,-7,-11,-1.83333
10875,1,1,1,0,3,2,5,5,11,16,3.2
10876,1,1,1,0,-6,-1,-7,-1,-3,-4,0.571429
10877,1,1,1,0,-21,-1,-22,-14,-2,-16,0.727273
10878,1,1,1,0,2,-1,1,7,0,7,7
10879,1,1,1,0,1,1,2,-4,5,1,0.5
10880,1,1,1,0,3,0,3,-3,6,3,1
10881,1,1,1,0,1,1,2,7,-3,4,2
10882,1,1,1,0,-5,-2,-7,-8,-3,-11,1.57143
10883,1,1,1,0,-3,0,-3,17,10,27,-9
10884,1,1,1,0,3,-4,-1,-2,-3,-5,5
10885,1,1,1,0,-7,1,-6,5,0,5,-0.833333
10886,1,1,1,0,7,2,9,9,8,17,1.88889
10887,1,1,1,0,2,0,2,1,3,4,2
10888,1,1,1,0,-11,-2,-13,40,6,46,-3.53846
10889,1,1,1,0,0,0,0,10,-5,5,0
10890,1,1,1,0,2,-1,1,12,3,15,15
10891,1,1,1,0,18,0,18,-18,7,-11,-0.611111
10892,1,1,1,0,-2,-3,-5,-37,3,-34,6.8
10893,1,1,1,0,-12,2,-10,-5,6,1,-0.1
10894,1,1,1,0,-11,0,-11,-24,-6,-30,2.72727
10895,1,1,1,0,-11,1,-10,-26,1,-25,2.5
10896,1,1,1,0,-5,1,-4,8,-7,1,-0.25
10897,1,1,1,0,-10,1,-9,-11,7,-4,0.444444
10898,1,1,1,0,-7,1,-6,-2,-7,-9,1.5
10899,1,1,1,0,0,3,3,-16,7,-9,-3
10900,1,1,1,0,-3,6,3,-8,5,-3,-1
10901,1,1,1,0,-8,2,-6,6,-4,2,-0.333333
10902,1,1,1,0,8,0,8,25,1,26,3.25
10903,1,1,1,0,-7,2,-5,17,-9,8,-1.6
10904,1,1,1,0,-1,0,-1,9,7,16,-16
10905,1,1,1,0,-15,-4,-19,15,8,23,-1.21053
10906,1,1,1,0,5,3,8,-13,4,-9,-1.125
10907,1,1,1,0,12,-2,10,8,-1,7,0.7
10908,1,1,1,0,19,-1,18,-7,3,-4,-0.222222
10909,1,1,1,0,0,1,1,26,0,26,26
10910,1,1,1,0,-17,2,-15,-45,-10,-55,3.66667
10911,1,1,1,0,-1,2,1,11,0,11,11
10912,1,1,1,0,-3,3,0,-14,3,-11,0
10913,1,1,1,0,-13,-1,-14,26,7,33,-2.35714
10914,1,1,1,0,-15,-1,-16,-1,-6,-7,0.4375
10915,1,1,1,0,2,-2,0,-3,4,1,0
10916,1,1,1,0,-21,-1,-22,-11,-2,-13,0.590909
10917,1,1,1,0,-41,-1,-42,9,-7,2,-0.047619
10918,1,1,1,0,8,-4,4,11,11,22,5.5
10919,1,1,1,0,-9,2,-7,11,-5,6,-0.857143
10920,1,1,1,0,-11,-1,-12,-10,1,-9,0.75
10921,1,1,1,0,10,2,12,13,7,20,1.66667
10922,1,1,1,0,8,0,8,4,10,14,1.75
10923,1,1,1,0,9,0,9,18,2,20,2.22222
10924,1,1,1,0,15,-2,13,19,-3,16,1.23077
10925,1,1,1,0,1,1,2,16,5,21,10.5
10926,1,1,1,0,-14,0,-14,-8,4,-4,0.285714
10927,1,1,1,0,27,2,29,-9,8,-1,-0.0344828
10928,1,1,1,0,-12,-2,-14,28,1,29,-2.07143
10929,1,1,1,0,2,2,4,0,7,7,1.75
10930,1,1,1,0,19,-1,18,-15,1,-14,-0.777778
10931,1,1,1,0,2,1,3,11,-9,2,0.666667
10932,1,1,1,0,11,0,11,0,6,6,0.545455
10933,1,1,1,0,-12,5,-7,1,1,2,-0.285714
10934,1,1,1,0,27,0,27,-14,-6,-20,-0.740741
10935,1,1,1,0,14,3,17,-4,0,-4,-0.235294
10936,1,1,1,0,23,3,26,5,3,8,0.307692
10937,1,1,1,0,8,0,8,-7,-10,-17,-2.125
10938,1,1,1,0,25,2,27,7,9,16,0.592593
10939,1,1,1,0,3,3,6,29,-4,25,4.16667
10940,1,1,1,0,-2,3,1,18,0,18,18
10941,1,1,1,0,3,-3,0,20,-3,17,0
10942,1,1,1,0,-1,1,0,10,-11,-1,0
10943,1,1,1,0,10,1,11,-5,-6,-11,-1
10944,1,1,1,0,-39,0,-39,15,-6,9,-0.230769
10945,1,1,1,0,23,1,24,12,-4,8,0.333333
10946,1,1,1,0,4,1,5,11,-10,1,0.2
10947,1,1,1,0,-4,3,-1,26,1,27,-27
10948,1,1,1,0,2,2,4,-5,1,-4,-1
10949,1,1,1,0,-12,2,-10,-6,16,10,-1
10950,1,1,1,0,21,0,21,2,8,10,0.47619
10951,1,1,1,0,-12,-3,-15,4,7,11,-0.733333
10952,1,1,1,0,-15,2,-13,-15,7,-8,0.615385
10953,1,1,1,0,19,1,20,10,-1,9,0.45
10954,1,1,1,0,-6,1,-5,-4,17,13,-2.6
10955,1,1,1,0,4,2,6,5,-2,3,0.5
10956,1,1,1,0,-19,3,-16,10,-1,9,-0.5625
10957,1,1,1,0,14,2,16,15,6,21,1.3125
10958,1,1,1,0,-17,3,-14,21,2,23,-1.64286
10959,1,1,1,0,36,-3,33,26,15,41,1.24242
10960,1,1,1,0,-6,1,-5,1,10,11,-2.2
10961,1,1,1,0,11,-1,10,2,0,2,0.2
10962,1,1,1,0,22,-1,21,6,6,12,0.571429
10963,1,1,1,0,1,-3,-2,19,-1,18,-9
10964,1,1,1,0,-29,-2,-31,-8,10,2,-0.0645161
10965,1,1,1,0,20,0,20,-16,-2,-18,-0.9
10966,1,1,1,0,-1,0,-1,-19,1,-18,18
10967,1,1,1,0,-29,1,-28,-25,1,-24,0.857143
10968,1,1,1,0,11,-1,10,14,-4,10,1
10969,1,1,1,0,47,1,48,-8,-2,-10,-0.208333
10970,1,1,1,0,3,-2,1,4,4,8,8
10971,1,1,1,0,-3,3,0,-15,-6,-21,0
10972,1,1,1,0,5,0,5,12,-19,-7,-1.4
10973,1,1,1,0,0,1,1,16,7,23,23
10974,1,1,1,0,-13,4,-9,30,-5,25,-2.77778
10975,1,1,1,0,19,0,19,1,-7,-6,-0.315789
10976,1,1,1,0,-31,4,-27,-25,-9,-34,1.25926
10977,1,1,1,0,-11,-1,-12,-2,-2,-4,0.333333
10978,1,1,1,0,-3,1,-2,16,6,22,-11
10979,1,1,1,0,3,3,6,8,2,10,1.66667
10980,1,1,1,0,-33,4,-29,-15,-1,-16,0.551724
10981,1,1,1,0,-3,3,0,21,-5,16,0
10982,1,1,1,0,-23,4,-19,2,-6,-4,0.210526
10983,1,1,1,0,-10,0,-10,-8,-3,-11,1.1
10984,1,1,1,0,-3,-2,-5,-10,-5,-15,3
10985,1,1,1,0,-22,1,-21,-1,-10,-11,0.52381
10986,1,1,1,0,31,-1,30,-3,3,0,0
10987,1,1,1,0,-28,0,-28,-1,-5,-6,0.214286
10988,1,1,1,0,7,2,9,10,3,13,1.44444
10989,1,1,1,0,-4,3,-1,0,12,12,-12
10990,1,1,1,0,-8,-2,-10,-10,7,-3,0.3
10991,1,1,1,0,-26,1,-25,8,0,8,-0.32
10992,1,1,1,0,-7,0,-7,13,7,20,-2.85714
10993,1,1,1,0,-4,2,-2,10,-12,-2,1
10994,1,1,1,0,-2,4,2,14,8,22,11
10995,1,1,1,0,13,1,14,-19,7,-12,-0.857143
10996,1,1,1,0,-1,1,0,9,-14,-5,0
10997,1,1,1,0,-48,1,-47,11,-5,6,-0.12766
10998,1,1,1,0,16,3,19,7,1,8,0.421053
10999,1,1,1,0,-5,2,-3,24,5,29,-9.66667
11000,1,1,1,0,19,-3,16,-10,-4,-14,-0.875
11001,1,1,1,0,-27,-3,-30,-9,-9,-18,0.6
11002,1,1,1,0,38,4,42,2,-10,-8,-0.190476
11003,1,1,1,0,-5,-7,-12,1,3,4,-0.333333
11004,1,1,1,0,-1,-2,-3,-28,-7,-35,11.6667
11005,1,1,1,0,-16,0,-16,-1,-8,-9,0.5625
11006,1,1,1,0,-11,4,-7,0,13,13,-1.85714
11007,1,1,1,0,4,1,5,8,-7,1,0.2
11008,1,1,1,0,-3,0,-3,-3,1,-2,0.666667
11009,1,1,1,0,17,0,17,-21,-3,-24,-1.41176
11010,1,1,1,0,-15,1,-14,15,-4,11,-0.785714
11011,1,1,1,0,-10,-1,-11,11,-3,8,-0.727273
11012,1,1,1,0,1,1,2,11,-2,9,4.5
11013,1,1,1,0,-6,3,-3,18,11,29,-9.66667
11014,1,1,1,0,-10,-1,-11,-4,14,10,-0.909091
11015,1,1,1,0,-7,-1,-8,2,1,3,-0.375
11016,1,1,1,0,-9,0,-9,-21,2,-19,2.11111
11017,1,1,1,0,2,1,3,8,16,24,8
11018,1,1,1,0,9,-3,6,-33,-12,-45,-7.5
11019,1,1,1,0,2,0,2,15,-10,5,2.5
11020,1,1,1,0,-12,-1,-13,-10,4,-6,0.461538
11021,1,1,1,0,-12,2,-10,-38,-2,-40,4
11022,1,1,1,0,-2,5,3,4,-1,3,1
11023,1,1,1,0,-19,4,-15,-12,3,-9,0.6
11024,1,1,1,0,11,0,11,1,-2,-1,-0.0909091
11025,1,1,1,0,5,-1,4,25,9,34,8.5
11026,1,1,1,0,-31,-1,-32,-1,-8,-9,0.28125
11027,1,1,1,0,-9,-1,-10,4,-8,-4,0.4
11028,1,1,1,0,-3,1,-2,30,2,32,-16
11029,1,1,1,0,-13,-3,-16,-5,-8,-13,0.8125
11030,1,1,1,0,-1,1,0,29,7,36,0
11031,1,1,1,0,-18,1,-17,-28,-1,-29,1.70588
11032,1,1,1,0,5,1,6,-11,4,-7,-1.16667
11033,1,1,1,0,-11,2,-9,-13,-2,-15,1.66667
11034,1,1,1,0,4,-1,3,-25,1,-24,-8
11035,1,1,1,0,10,0,10,-29,-1,-30,-3
11036,1,1,1,0,6,2,8,16,-6,10,1.25
11037,1,1,1,0,14,1,15,-6,-2,-8,-0.533333
11038,1,1,1,0,3,1,4,16,17,33,8.25
11039,1,1,1,0,-14,-1,-15,-1,15,14,-0.933333
11040,1,1,1,0,11,-1,10,-7,-5,-12,-1.2
11041,1,1,1,0,-13,-2,-15,16,-8,8,-0.533333
11042,1,1,1,0,-25,2,-23,-2,11,9,-0.391304
11043,1,1,1,0,-11,-4,-15,4,-7,-3,0.2
11044,1,1,1,0,32,4,36,6,-1,5,0.138889
11045,1,1,1,0,-12,2,-10,-18,7,-11,1.1
11046,1,1,1,0,-12,4,-8,-16,-4,-20,2.5
11047,1,1,1,0,-3,2,-1,4,-1,3,-3
11048,1,1,1,0,5,1,6,-17,-2,-19,-3.16667
11049,1,1,1,0,-2,2,0,12,-6,6,0
11050,1,1,1,0,-7,0,-7,-21,0,-21,3
11051,1,1,1,0,-27,-3,-30,-10,-2,-12,0.4
11052,1,1,1,0,-5,-1,-6,-9,4,-5,0.833333
11053,1,1,1,0,-10,-1,-11,-10,5,-5,0.454545
11054,1,1,1,0,12,-1,11,-4,6,2,0.181818
11055,1,1,1,0,-10,-3,-13,-5,3,-2,0.153846
11056,1,1,1,0,4,0,4,4,9,13,3.25
11057,1,1,1,0,-5,3,-2,-9,1,-8,4
11058,1,1,1,0,24,-1,23,25,-7,18,0.782609
11059,1,1,1,0,11,-5,6,-6,-11,-17,-2.83333
11060,1,1,1,0,16,-5,11,-21,5,-16,-1.45455
11061,1,1,1,0,11,-1,10,10,-11,-1,-0.1
11062,1,1,1,0,27,-2,25,12,6,18,0.72
11063,1,1,1,0,40,-2,38,6,6,12,0.315789
11064,1,1,1,0,16,1,17,-1,-10,-11,-0.647059
11065,1,1,1,0,4,-1,3,-11,2,-9,-3
11066,1,1,1,0,-26,-1,-27,6,0,6,-0.222222
11067,1,1,1,0,-6,0,-6,33,-3,30,-5
11068,1,1,1,0,4,-1,3,-22,-1,-23,-7.66667
11069,1,1,1,0,13,3,16,-15,-7,-22,-1.375
11070,1,1,1,0,-16,1,-15,38,-13,25,-1.66667
11071,1,1,1,0,10,1,11,5,11,16,1.45455
11072,1,1,1,0,-24,-2,-26,-19,-4,-23,0.884615
11073,1,1,1,0,-3,3,0,2,4,6,0
11074,1,1,1,0,-2,-2,-4,-18,-2,-20,5
11075,1,1,1,0,11,0,11,20,-2,18,1.63636
11076,1,1,1,0,-22,2,-20,19,2,21,-1.05
11077,1,1,1,0,-10,2,-8,4,2,6,-0.75
11078,1,1,1,0,-27,1,-26,3,-3,0,-0
11079,1,1,1,0,-32,-1,-33,0,0,0,-0
11080,1,1,1,0,7,1,8,10,0,10,1.25
11081,1,1,1,0,4,-1,3,-2,0,-2,-0.666667
11082,1,1,1,0,18,-3,15,10,-1,9,0.6
11083,1,1,1,0,-8,-2,-10,25,-6,19,-1.9
11084,1,1,1,0,27,1,28,3,5,8,0.285714
11085,1,1,1,0,7,1,8,6,3,9,1.125
11086,1,1,1,0,-3,-2,-5,19,-1,18,-3.6
11087,1,1,1,0,3,1,4,-4,0,-4,-1
11088,1,1,1,0,-30,0,-30,-4,-3,-7,0.233333
11089,1,1,1,0,22,2,24,5,0,5,0.208333
11090,1,1,1,0,-4,0,-4,-6,-8,-14,3.5
11091,1,1,1,0,-26,-1,-27,-11,-2,-13,0.481481
11092,1,1,1,0,0,-3,-3,18,-6,12,-4
11093,1,1,1,0,14,-1,13,16,-6,10,0.769231
11094,1,1,1,0,-25,4,-21,40,-3,37,-1.7619
11095,1,1,1,0,-20,0,-20,-33,0,-33,1.65
11096,1,1,1,0,-32,-2,-34,22,4,26,-0.764706
11097,1,1,1,0,-3,-1,-4,-2,-7,-9,2.25
11098,1,1,1,0,12,1,13,10,5,15,1.15385
11099,1,1,1,0,-20,-2,-22,4,-11,-7,0.318182
11100,1,1,1,0,-9,-3,-12,1,-4,-3,0.25
11101,1,1,1,0,-15,2,-13,-13,4,-9,0.692308
11102,1,1,1,0,4,-2,2,4,6,10,5
11103,1,1,1,0,-1,0,-1,-2,-1,-3,3
11104,1,1,1,0,5,-1,4,14,-1,13,3.25
11105,1,1,1,0,-3,2,-1,-10,-5,-15,15
11106,1,1,1,0,-22,0,-22,0,4,4,-0.181818
11107,1,1,1,0,-7,1,-6,12,-3,9,-1.5
11108,1,1,1,0,32,0,32,-4,-13,-17,-0.53125
11109,1,1,1,0,-16,6,-10,-4,5,1,-0.1
11110,1,1,1,0,-12,1,-11,-3,-2,-5,0.454545
11111,1,1,1,0,22,3,25,-3,-8,-11,-0.44
11112,1,1,1,0,30,-2,28,-15,-3,-18,-0.642857
11113,1,1,1,0,-15,1,-14,7,8,15,-1.07143
11114,1,1,1,0,1,2,3,13,0,13,4.33333
11115,1,1,1,0,11,3,14,17,3,20,1.42857
11116,1,1,1,0,12,-1,11,41,0,41,3.72727
11117,1,1,1,0,-27,1,-26,3,12,15,-0.576923
11118,1,1,1,0,-9,-2,-11,-10,-4,-14,1.27273
11119,1,1,1,0,8,0,8,7,4,11,1.375
11120,1,1,1,0,10,-2,8,-4,-7,-11,-1.375
11121,1,1,1,0,0,0,0,-9,-7,-16,0
11122,1,1,1,0,15,-1,14,-2,6,4,0.285714
11123,1,1,1,0,-10,-1,-11,-28,-8,-36,3.27273
11124,1,1,1,0,-16,-3,-19,-1,-3,-4,0.210526
11125,1,1,1,0,6,0,6,19,-1,18,3
11126,1,1,1,0,-15,3,-12,1,-1,0,-0
11127,1,1,1,0,11,-1,10,-6,1,-5,-0.5
11128,1,1,1,0,13,0,13,2,9,11,0.846154
11129,1,1,1,0,21,-1,20,-6,7,1,0.05
11130,1,1,1,0,-1,3,2,-18,-5,-23,-11.5
11131,1,1,1,0,2,-4,-2,22,2,24,-12
11132,1,1,1,0,24,-2,22,8,0,8,0.363636
11133,1,1,1,0,-13,4,-9,-6,-2,-8,0.888889
11134,1,1,1,0,-5,-1,-6,-26,-4,-30,5
11135,1,1,1,0,24,0,24,-7,2,-5,-0.208333
11136,1,1,1,0,-10,-4,-14,-48,-7,-55,3.92857
11137,1,1,1,0,-1,-2,-3,-7,11,4,-1.33333
11138,1,1,1,0,16,-2,14,-5,10,5,0.357143
11139,1,1,1,0,-20,1,-19,-18,0,-18,0.947368
11140,1,1,1,0,17,-3,14,9,1,10,0.714286
11141,1,1,1,0,3,-1,2,-13,3,-10,-5
11142,1,1,1,0,-18,-3,-21,19,6,25,-1.19048
11143,1,1,1,0,11,-1,10,11,-4,7,0.7
11144,1,1,1,0,-10,-3,-13,8,-8,0,-0
